MODEL,DESCRIPTOR,MEDIA,DETACHMENT MEDIA,ATTACHMENT,SPECIFIC NOTES,DIAGNOSIS/REPLASE,PHASE,PRIOR TREATMENT(S),SOURCE OF CULTURE,1p,3p,11q,17q,ALK STATUS,MYCN STATUS,P53 STATUS,1:2,1:3 ,1:4 ,1:5,1:6,1:7,1:8,1:9,1:10,1:20,NOTES,RACK LOCATION:,LOCATION: BOX,LOCATION: ROW,LOCATION: POSITION,PASSAGE #,FREEZE DATE,INITIALS,LINEAGE,MYCO DATE,STR DATE,STR RESULT,AMELOGENIN (ALLELE 1),AMELOGENIN (ALLELE 2),D3S1358 (ALLELE 1),D3S1358 (ALLELE 2),,D1S1656 (ALLELE 1),D1S1656 (ALLELE 2),,D2S441 (ALLELE 1),D2S441 (ALLELE 2),D10S1248 (ALLELE 1),D10S1248 (ALLELE 2),,D13S317 (ALLELE 1),D13S317 (ALLELE 2),D13S317 (ALLELE 2),PENTA E (ALLELE 1),PENTA E (ALLELE 2),PENTA E (ALLELE 3),D16S539 (ALLELE 1),D16S539 (ALLELE 2),D18S51 (ALLELE 1),D18S51 (ALLELE 2),,D2S1338 (ALLELE 1),D2S1338 (ALLELE 2),D2S1338 (ALLELE 3),CSF1PO (ALLELE 1),CSF1PO (ALLELE 2),,PENTA D (ALLELE 1),PENTA D (ALLELE 2),PENTA D (ALLELE 3),TH01 (ALLELE 1),TH01 (ALLELE 2),vWA (ALLELE 1),vWA (ALLELE 2),vWA (ALLELE 3),D21S11 (ALLELE 1),D21S11 (ALLELE 2),,D7S820 (ALLELE 1),D7S820 (ALLELE 2),D5S818 (ALLELE 1),D5S818 (ALLELE 2),TPOX (ALLELE 1),TPOX (ALLELE 2),,DYS391 (ALLELE 1),D8S1179 (ALLELE 1),D8S1179 (ALLELE 2),D8S1179 (ALLELE 3),D12S391 (ALLELE 1),D12S391 (ALLELE 2),,D19S433 (ALLELE 1),D19S433 (ALLELE 2),,FGA (ALLELE 1),FGA (ALLELE 2),,D22S1045 (ALLELE 1),D22S1045 (ALLELE 2),,,Lab 
COG-N-519,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Adherent ,"After thawing and splitting, it can take more than one day for all of the cells to settle to the plate and adhere.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Amplified,Unknown,NA,NA,NA,3-4,NA,NA,NA,NA,NA,7,,7,11,8,6,6,02/11/2020,KU,"From KLC, P5, 05/24/2018",02/07/2020,3/3/20,Good,X,Y,17,,,11,12,,11,14,13,16,,8,12,,5,7,,11,13,13,15,,20,25,,10,12,,10,13,,6,7,16,,,29,30,,9,10,12,13,8,9,,11,14,,,17,21,,13,14.2,,20,21.2,,15,,,,Maris
COG-N-519,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Adherent ,"After thawing and splitting, it can take more than one day for all of the cells to settle to the plate and adhere.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Amplified,Unknown,NA,NA,NA,3-4,NA,NA,NA,NA,NA,7,,7,11,8,7,6,02/11/2020,KU,"From KLC, P5, 05/24/2018",02/07/2020,3/3/20,Good,X,Y,17,,,11,12,,11,14,13,16,,8,12,,5,7,,11,13,13,15,,20,25,,10,12,,10,13,,6,7,16,,,29,30,,9,10,12,13,8,9,,11,14,,,17,21,,13,14.2,,20,21.2,,15,,,,Maris
COG-N-519,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Adherent ,"After thawing and splitting, it can take more than one day for all of the cells to settle to the plate and adhere.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Amplified,Unknown,NA,NA,NA,3-4,NA,NA,NA,NA,NA,7,,7,11,8,8,6,02/11/2020,KU,"From KLC, P5, 05/24/2018",02/07/2020,3/3/20,Good,X,Y,17,,,11,12,,11,14,13,16,,8,12,,5,7,,11,13,13,15,,20,25,,10,12,,10,13,,6,7,16,,,29,30,,9,10,12,13,8,9,,11,14,,,17,21,,13,14.2,,20,21.2,,15,,,,Maris
COG-N-519,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Adherent ,"After thawing and splitting, it can take more than one day for all of the cells to settle to the plate and adhere.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Amplified,Unknown,NA,NA,NA,3-4,NA,NA,NA,NA,NA,7,,7,11,8,9,6,02/11/2020,KU,"From KLC, P5, 05/24/2018",02/07/2020,3/3/20,Good,X,Y,17,,,11,12,,11,14,13,16,,8,12,,5,7,,11,13,13,15,,20,25,,10,12,,10,13,,6,7,16,,,29,30,,9,10,12,13,8,9,,11,14,,,17,21,,13,14.2,,20,21.2,,15,,,,Maris
COG-N-519,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Adherent ,"After thawing and splitting, it can take more than one day for all of the cells to settle to the plate and adhere.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Amplified,Unknown,NA,NA,NA,3-4,NA,NA,NA,NA,NA,7,,7,11,8,10,6,02/11/2020,KU,"From KLC, P5, 05/24/2018",02/07/2020,3/3/20,Good,X,Y,17,,,11,12,,11,14,13,16,,8,12,,5,7,,11,13,13,15,,20,25,,10,12,,10,13,,6,7,16,,,29,30,,9,10,12,13,8,9,,11,14,,,17,21,,13,14.2,,20,21.2,,15,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,9,8,12,07/05/2019,KU,,02/15/2019,3/3/20,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,9,9,12,07/05/2019,KU,,02/15/2019,3/3/20,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,9,10,12,07/05/2019,KU,,02/15/2019,3/3/20,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,2,9,01/08/2018,klc,,11/17/2017,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,3,9,01/08/2018,klc,,11/17/2017,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,4,9,01/08/2018,klc,,11/17/2017,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,5,9,01/08/2018,klc,,11/17/2017,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,6,9,01/08/2018,klc,,11/17/2017,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,7,9,01/08/2018,klc,,11/17/2017,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,8,9,01/08/2018,klc,,11/17/2017,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,9,12,07/05/2019,KU,"From KM, P4, 02/03/2017 (STR of thaw is good)",02/15/2019,12/10/2019,Good ,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
COG-N-421,Cell Bank,"IMDM Media, 20%FBS, 2mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Non-adherent,"Slow growing cell line, with a predominantly non-adherent, foci forming morphology. Some cells will settle and adhere. The cells tend to create a lot of debris in the plate as they continue to grow .",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WT,Amplified,WT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,11,10,10,12,07/05/2019,KU,"From KM, P4, 02/03/2017 (STR of thaw is good)",02/15/2019,12/10/2019,Good,X,Y,16,,,17.3,,,11,,13,14,,12,,,7,11,,9,,16,18,,17,25,,11,12,,10,12,,9.3,,17,,,29,32.2,,11,12,12,13,8,12,,11,13,,,19.3,21,,13,14,,22,25,,15,16,,,Maris
CHP-134,shDACH1-1,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine + 25ng/ml puro",0.02% Versene,Adherent,,Unknown,Progressing,"Cisplatin, carboplatin, cyclophosphamide, doxorubicin, etoposide, melphalan, and total body irradiation. Sample was collected after bone marrow transplant.",Bone Marrow,LOH p32.3-pterm; Gain p34.3-p36.22; Loss p36.22-pterm,GaiNAl p26.3,None,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,12,1,1,4,07/15/2013,RMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-134,shCON,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine + 25ng/ml puro",0.02% Versene,Adherent,,Unknown,Progressing,"Cisplatin, carboplatin, cyclophosphamide, doxorubicin, etoposide, melphalan, and total body irradiation. Sample was collected after bone marrow transplant.",Bone Marrow,LOH p32.3-pterm; Gain p34.3-p36.22; Loss p36.22-pterm,GaiNAl p26.3,None,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,12,1,2,5,07/22/2014,RMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-134,shDACH1-1,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine + 25ng/ml puro",0.02% Versene,Adherent,,Unknown,Progressing,"Cisplatin, carboplatin, cyclophosphamide, doxorubicin, etoposide, melphalan, and total body irradiation. Sample was collected after bone marrow transplant.",Bone Marrow,LOH p32.3-pterm; Gain p34.3-p36.22; Loss p36.22-pterm,GaiNAl p26.3,None,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,12,1,3,6,07/22/2014,RMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-134,shDACH1-2,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine + 25ng/ml puro",0.02% Versene,Adherent,,Unknown,Progressing,"Cisplatin, carboplatin, cyclophosphamide, doxorubicin, etoposide, melphalan, and total body irradiation. Sample was collected after bone marrow transplant.",Bone Marrow,LOH p32.3-pterm; Gain p34.3-p36.22; Loss p36.22-pterm,GaiNAl p26.3,None,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,12,1,4,5,07/22/2014,RMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,12,2,1,4,02/22/2013,RS/SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,12,2,2,4,02/22/2013,RS/SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,12,2,3,4,02/22/2013,RS/SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C GFP-Luc,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,12,3,1,5,02/15/2013,SC,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C GFP-Luc,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,12,3,2,5,02/15/2013,SC,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C GFP-Luc,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,12,3,3,5,02/15/2013,SC,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C GFP-Luc,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,12,3,4,5,02/15/2013,SC,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
